
                            < M A T L A B (R) >
                  Copyright 1984-2018 The MathWorks, Inc.
                   R2018b (9.5.0.944444) 64-bit (glnxa64)
                              August 28, 2018


Time to generate connections: 3.97 sec
Time to generate ffwd spikes for burn-in period: 7.08 sec
Time for simulation: 140.89 min
Time to generate ffwd spikes: 1.94 sec
Time for simulation: 72.70 minElapsed time is 10.001097 seconds.
Elapsed time is 9.915417 seconds.
Elapsed time is 9.748164 seconds.
Elapsed time is 9.673370 seconds.
Elapsed time is 9.675202 seconds.
Elapsed time is 9.673255 seconds.
Elapsed time is 9.692474 seconds.
Elapsed time is 9.689945 seconds.
Elapsed time is 9.684113 seconds.
Elapsed time is 9.682776 seconds.
Elapsed time is 9.685094 seconds.
Elapsed time is 9.695032 seconds.
Elapsed time is 9.691490 seconds.
Elapsed time is 9.685287 seconds.
Elapsed time is 9.686738 seconds.
Elapsed time is 9.685682 seconds.
Elapsed time is 9.686009 seconds.
Elapsed time is 9.686108 seconds.
Elapsed time is 9.686282 seconds.
Elapsed time is 9.696240 seconds.
Elapsed time is 9.694651 seconds.
Elapsed time is 9.690828 seconds.
Elapsed time is 9.688953 seconds.
Elapsed time is 9.690245 seconds.
Elapsed time is 9.690367 seconds.
Elapsed time is 9.689119 seconds.
Elapsed time is 9.689212 seconds.
Elapsed time is 9.688553 seconds.
Elapsed time is 9.691553 seconds.
Elapsed time is 9.691139 seconds.
Elapsed time is 9.701274 seconds.
Elapsed time is 9.697182 seconds.
Elapsed time is 9.694607 seconds.
Elapsed time is 9.692135 seconds.
Elapsed time is 9.694538 seconds.
Elapsed time is 9.694350 seconds.
Elapsed time is 9.694151 seconds.
Elapsed time is 9.693387 seconds.
Elapsed time is 9.696155 seconds.
Elapsed time is 9.693577 seconds.
Elapsed time is 512.912740 seconds.
Elapsed time is 511.284412 seconds.
Elapsed time is 510.366399 seconds.
Elapsed time is 512.288880 seconds.
Elapsed time is 513.772080 seconds.
Elapsed time is 514.347512 seconds.
Elapsed time is 511.695739 seconds.
Elapsed time is 511.500871 seconds.
Elapsed time is 511.101000 seconds.
Elapsed time is 510.358456 seconds.
Elapsed time is 509.335586 seconds.
Elapsed time is 509.851526 seconds.
Elapsed time is 510.507463 seconds.
Elapsed time is 510.289026 seconds.
Elapsed time is 511.429663 seconds.
Elapsed time is 512.826262 seconds.
Elapsed time is 510.996261 seconds.
Elapsed time is 510.813878 seconds.
Elapsed time is 512.602343 seconds.
Elapsed time is 511.297103 seconds.
Elapsed time is 512.427165 seconds.
Elapsed time is 511.872350 seconds.
Elapsed time is 511.759530 seconds.
Elapsed time is 512.547753 seconds.
Elapsed time is 513.231813 seconds.
Elapsed time is 514.028964 seconds.
Elapsed time is 515.910050 seconds.
Elapsed time is 513.930911 seconds.
Elapsed time is 511.590507 seconds.
Elapsed time is 512.536249 seconds.
Elapsed time is 511.736774 seconds.
Elapsed time is 513.166209 seconds.
Elapsed time is 514.380789 seconds.
Elapsed time is 515.154829 seconds.
Elapsed time is 514.936228 seconds.
Elapsed time is 514.703869 seconds.
Elapsed time is 513.602099 seconds.
Elapsed time is 512.605364 seconds.
Elapsed time is 513.579522 seconds.
Elapsed time is 511.908193 seconds.

Mean E and I rates from sims: 9.46Hz 21.70Hz
Laser Mean E and I rates from sims: 10.44Hz 23.55Hz
Control Mean E and I rates from sims: 8.47Hz 19.86HzStarting parallel pool (parpool) using the 'local' profile ...
Your MATLAB session has timed out.  All license keys have been returned.
Preserving jobs with IDs: 114 133 because they contain crash dump files.
You can use 'delete(myCluster.Jobs)' to remove all jobs created with profile local. To create 'myCluster' use 'myCluster = parcluster('local')'.
connected to 20 workers.
Elapsed time is 56.346195 seconds.
Elapsed time is 56.134029 seconds.
Elapsed time is 56.240112 seconds.
Elapsed time is 55.507869 seconds.
Elapsed time is 55.456876 seconds.
Elapsed time is 55.171851 seconds.
Elapsed time is 57.035319 seconds.
Elapsed time is 56.909189 seconds.
Elapsed time is 56.193120 seconds.
Elapsed time is 55.505286 seconds.
Elapsed time is 57.455058 seconds.
Elapsed time is 57.294984 seconds.
Elapsed time is 56.581223 seconds.
Elapsed time is 56.120515 seconds.
Elapsed time is 56.765149 seconds.
Elapsed time is 56.617076 seconds.
Elapsed time is 56.138406 seconds.
Elapsed time is 56.264909 seconds.
Elapsed time is 57.241435 seconds.
Elapsed time is 58.743041 seconds.
Elapsed time is 37.577107 seconds.
Elapsed time is 37.307483 seconds.
Elapsed time is 37.570952 seconds.
Elapsed time is 37.407657 seconds.
Elapsed time is 37.435366 seconds.
Elapsed time is 37.383382 seconds.
Elapsed time is 37.618436 seconds.
Elapsed time is 37.385436 seconds.
Elapsed time is 37.665626 seconds.
Elapsed time is 37.694328 seconds.
Elapsed time is 37.791480 seconds.
Elapsed time is 37.654451 seconds.
Elapsed time is 37.455106 seconds.
Elapsed time is 37.630719 seconds.
Elapsed time is 37.551009 seconds.
Elapsed time is 37.573564 seconds.
Elapsed time is 37.325360 seconds.
Elapsed time is 37.466619 seconds.
Elapsed time is 36.408928 seconds.
Elapsed time is 37.107179 seconds.
Elapsed time is 54.974693 seconds.
Elapsed time is 55.460357 seconds.
Elapsed time is 55.066797 seconds.
Elapsed time is 55.198352 seconds.
Elapsed time is 55.436996 seconds.
Elapsed time is 54.383573 seconds.
Elapsed time is 55.456790 seconds.
Elapsed time is 54.421490 seconds.
Elapsed time is 55.668378 seconds.
Elapsed time is 55.516183 seconds.
Elapsed time is 55.703816 seconds.
Elapsed time is 55.538169 seconds.
Elapsed time is 55.559102 seconds.
Elapsed time is 54.775876 seconds.
Elapsed time is 55.547337 seconds.
Elapsed time is 55.423556 seconds.
Elapsed time is 55.130899 seconds.
Elapsed time is 55.262431 seconds.
Elapsed time is 56.068884 seconds.
Elapsed time is 56.046478 seconds.
Elapsed time is 37.319842 seconds.
Elapsed time is 37.537368 seconds.
Elapsed time is 38.090365 seconds.
Elapsed time is 37.916723 seconds.
Elapsed time is 37.810699 seconds.
Elapsed time is 37.578540 seconds.
Elapsed time is 37.613127 seconds.
Elapsed time is 37.825968 seconds.
Elapsed time is 37.639565 seconds.
Elapsed time is 37.548674 seconds.
Elapsed time is 37.432722 seconds.
Elapsed time is 37.881800 seconds.
Elapsed time is 37.496960 seconds.
Elapsed time is 37.450831 seconds.
Elapsed time is 37.228590 seconds.
Elapsed time is 37.408458 seconds.
Elapsed time is 38.080439 seconds.
Elapsed time is 37.321193 seconds.
Elapsed time is 37.002261 seconds.
Elapsed time is 36.666489 seconds.
Elapsed time is 54.597727 seconds.
Elapsed time is 54.750566 seconds.
Elapsed time is 55.567090 seconds.
Elapsed time is 55.423893 seconds.
Elapsed time is 55.157305 seconds.
Elapsed time is 54.726640 seconds.
Elapsed time is 54.811671 seconds.
Elapsed time is 54.362238 seconds.
Elapsed time is 54.124517 seconds.
Elapsed time is 55.254321 seconds.
Elapsed time is 54.788369 seconds.
Elapsed time is 55.789689 seconds.
Elapsed time is 55.551204 seconds.
Elapsed time is 55.505541 seconds.
Elapsed time is 55.546020 seconds.
Elapsed time is 55.609363 seconds.
Elapsed time is 55.420867 seconds.
Elapsed time is 55.837307 seconds.
Elapsed time is 55.993384 seconds.
Elapsed time is 56.676585 seconds.
Elapsed time is 37.176736 seconds.
Elapsed time is 37.677399 seconds.
Elapsed time is 37.517513 seconds.
Elapsed time is 37.871960 seconds.
Elapsed time is 37.566551 seconds.
Elapsed time is 37.768086 seconds.
Elapsed time is 37.739243 seconds.
Elapsed time is 37.947813 seconds.
Elapsed time is 37.662953 seconds.
Elapsed time is 38.245983 seconds.
Elapsed time is 37.310161 seconds.
Elapsed time is 37.722472 seconds.
Elapsed time is 37.548497 seconds.
Elapsed time is 37.554227 seconds.
Elapsed time is 37.124329 seconds.
Elapsed time is 37.658053 seconds.
Elapsed time is 37.489984 seconds.
Elapsed time is 37.543797 seconds.
Elapsed time is 37.049823 seconds.
Elapsed time is 36.502753 seconds.
Elapsed time is 55.210006 seconds.
Elapsed time is 54.611823 seconds.
Elapsed time is 54.416987 seconds.
Elapsed time is 54.601202 seconds.
Elapsed time is 54.841376 seconds.
Elapsed time is 54.791224 seconds.
Elapsed time is 54.554740 seconds.
Elapsed time is 54.613898 seconds.
Elapsed time is 54.366566 seconds.
Elapsed time is 55.858271 seconds.
Elapsed time is 54.989412 seconds.
Elapsed time is 56.010625 seconds.
Elapsed time is 55.953860 seconds.
Elapsed time is 55.486652 seconds.
Elapsed time is 55.563389 seconds.
Elapsed time is 55.775952 seconds.
Elapsed time is 57.154566 seconds.
Elapsed time is 55.918211 seconds.
Elapsed time is 55.837198 seconds.
Elapsed time is 56.459027 seconds.
Elapsed time is 37.369592 seconds.
Elapsed time is 37.069879 seconds.
Elapsed time is 37.662148 seconds.
Elapsed time is 37.538915 seconds.
Elapsed time is 37.573440 seconds.
Elapsed time is 37.789963 seconds.
Elapsed time is 37.743158 seconds.
Elapsed time is 37.416677 seconds.
Elapsed time is 37.864839 seconds.
Elapsed time is 37.365052 seconds.
Elapsed time is 37.197440 seconds.
Elapsed time is 37.516102 seconds.
Elapsed time is 37.517988 seconds.
Elapsed time is 37.410635 seconds.
Elapsed time is 37.784406 seconds.
Elapsed time is 37.456124 seconds.
Elapsed time is 37.640310 seconds.
Elapsed time is 37.637908 seconds.
Elapsed time is 36.623789 seconds.
Elapsed time is 37.105809 seconds.
Elapsed time is 55.132638 seconds.
Elapsed time is 54.953721 seconds.
Elapsed time is 54.965865 seconds.
Elapsed time is 54.756237 seconds.
Elapsed time is 55.015972 seconds.
Elapsed time is 55.068911 seconds.
Elapsed time is 54.493184 seconds.
Elapsed time is 55.692902 seconds.
Elapsed time is 55.450467 seconds.
Elapsed time is 55.516976 seconds.
Elapsed time is 55.626823 seconds.
Elapsed time is 55.346078 seconds.
Elapsed time is 55.703870 seconds.
Elapsed time is 55.808901 seconds.
Elapsed time is 55.274653 seconds.
Elapsed time is 55.777652 seconds.
Elapsed time is 55.877505 seconds.
Elapsed time is 56.033298 seconds.
Elapsed time is 55.455824 seconds.
Elapsed time is 55.861512 seconds.
Elapsed time is 37.258585 seconds.
Elapsed time is 37.057202 seconds.
Elapsed time is 37.507936 seconds.
Elapsed time is 37.587294 seconds.
Elapsed time is 37.577178 seconds.
Elapsed time is 37.688477 seconds.
Elapsed time is 37.684845 seconds.
Elapsed time is 37.449239 seconds.
Elapsed time is 37.353783 seconds.
Elapsed time is 37.102584 seconds.
Elapsed time is 37.333850 seconds.
Elapsed time is 37.305989 seconds.
Elapsed time is 37.314247 seconds.
Elapsed time is 37.428111 seconds.
Elapsed time is 37.298344 seconds.
Elapsed time is 37.583916 seconds.
Elapsed time is 37.397400 seconds.
Elapsed time is 37.457963 seconds.
Elapsed time is 37.323910 seconds.
Elapsed time is 36.870734 seconds.
Elapsed time is 54.138846 seconds.
Elapsed time is 55.268825 seconds.
Elapsed time is 54.692118 seconds.
Elapsed time is 54.681746 seconds.
Elapsed time is 54.745692 seconds.
Elapsed time is 54.616952 seconds.
Elapsed time is 54.455014 seconds.
Elapsed time is 55.238934 seconds.
Elapsed time is 55.507380 seconds.
Elapsed time is 56.426835 seconds.
Elapsed time is 55.599741 seconds.
Elapsed time is 55.359061 seconds.
Elapsed time is 55.603051 seconds.
Elapsed time is 56.271943 seconds.
Elapsed time is 56.012804 seconds.
Elapsed time is 56.168184 seconds.
Elapsed time is 56.008033 seconds.
Elapsed time is 56.016266 seconds.
Elapsed time is 55.979889 seconds.
Elapsed time is 56.452858 seconds.
Elapsed time is 37.003590 seconds.
Elapsed time is 36.666285 seconds.
Elapsed time is 37.247801 seconds.
Elapsed time is 37.507204 seconds.
Elapsed time is 37.460265 seconds.
Elapsed time is 37.335809 seconds.
Elapsed time is 37.337201 seconds.
Elapsed time is 36.913943 seconds.
Elapsed time is 37.247379 seconds.
Elapsed time is 36.765648 seconds.
Elapsed time is 36.921041 seconds.
Elapsed time is 37.277412 seconds.
Elapsed time is 37.258951 seconds.
Elapsed time is 37.323328 seconds.
Elapsed time is 37.304176 seconds.
Elapsed time is 37.294503 seconds.
Elapsed time is 37.140078 seconds.
Elapsed time is 37.238094 seconds.
Elapsed time is 36.653327 seconds.
Elapsed time is 37.206948 seconds.
Elapsed time is 54.768788 seconds.
Elapsed time is 54.964117 seconds.
Elapsed time is 54.716520 seconds.
Elapsed time is 55.420582 seconds.
Elapsed time is 55.214376 seconds.
Elapsed time is 55.022577 seconds.
Elapsed time is 54.478405 seconds.
Elapsed time is 55.056696 seconds.
Elapsed time is 55.434349 seconds.
Elapsed time is 55.851622 seconds.
Elapsed time is 55.669029 seconds.
Elapsed time is 55.321096 seconds.
Elapsed time is 55.918736 seconds.
Elapsed time is 55.313585 seconds.
Elapsed time is 56.204004 seconds.
Elapsed time is 55.912727 seconds.
Elapsed time is 56.315460 seconds.
Elapsed time is 56.429432 seconds.
Elapsed time is 55.645650 seconds.
Elapsed time is 56.232290 seconds.
Elapsed time is 37.175633 seconds.
Elapsed time is 36.149470 seconds.
Elapsed time is 37.150677 seconds.
Elapsed time is 37.289026 seconds.
Elapsed time is 37.329847 seconds.
Elapsed time is 37.339071 seconds.
Elapsed time is 37.192679 seconds.
Elapsed time is 36.966646 seconds.
Elapsed time is 36.962272 seconds.
Elapsed time is 36.829751 seconds.
Elapsed time is 36.960985 seconds.
Elapsed time is 36.942724 seconds.
Elapsed time is 36.934036 seconds.
Elapsed time is 37.030282 seconds.
Elapsed time is 37.063131 seconds.
Elapsed time is 37.260780 seconds.
