
                            < M A T L A B (R) >
                  Copyright 1984-2018 The MathWorks, Inc.
                   R2018b (9.5.0.944444) 64-bit (glnxa64)
                              August 28, 2018


Time to generate connections: 3.95 sec
Time to generate ffwd spikes for burn-in period: 6.86 sec
Time for simulation: 148.05 min
Time to generate ffwd spikes: 1.94 sec
Time for simulation: 71.84 minElapsed time is 10.128629 seconds.
Elapsed time is 10.047399 seconds.
Elapsed time is 9.889122 seconds.
Elapsed time is 9.871103 seconds.
Elapsed time is 9.871113 seconds.
Elapsed time is 9.876396 seconds.
Elapsed time is 9.879901 seconds.
Elapsed time is 9.896357 seconds.
Elapsed time is 9.895160 seconds.
Elapsed time is 9.886518 seconds.
Elapsed time is 9.888964 seconds.
Elapsed time is 9.889389 seconds.
Elapsed time is 9.889361 seconds.
Elapsed time is 9.888820 seconds.
Elapsed time is 9.888587 seconds.
Elapsed time is 9.886821 seconds.
Elapsed time is 9.886752 seconds.
Elapsed time is 9.898151 seconds.
Elapsed time is 9.858511 seconds.
Elapsed time is 9.854590 seconds.
Elapsed time is 9.854162 seconds.
Elapsed time is 9.854214 seconds.
Elapsed time is 9.853390 seconds.
Elapsed time is 9.853811 seconds.
Elapsed time is 9.852742 seconds.
Elapsed time is 9.851970 seconds.
Elapsed time is 9.852740 seconds.
Elapsed time is 9.851595 seconds.
Elapsed time is 9.853688 seconds.
Elapsed time is 9.860953 seconds.
Elapsed time is 9.855590 seconds.
Elapsed time is 9.849746 seconds.
Elapsed time is 9.849913 seconds.
Elapsed time is 9.852896 seconds.
Elapsed time is 9.854145 seconds.
Elapsed time is 9.855994 seconds.
Elapsed time is 9.927011 seconds.
Elapsed time is 9.874293 seconds.
Elapsed time is 9.874119 seconds.
Elapsed time is 9.872997 seconds.
Elapsed time is 522.632389 seconds.
Elapsed time is 522.763417 seconds.
Elapsed time is 520.606682 seconds.
Elapsed time is 519.724794 seconds.
Elapsed time is 518.416811 seconds.
Elapsed time is 519.208405 seconds.
Elapsed time is 519.430541 seconds.
Elapsed time is 520.023661 seconds.
Elapsed time is 518.496943 seconds.
Elapsed time is 519.424591 seconds.
Elapsed time is 521.188636 seconds.
Elapsed time is 522.140050 seconds.
Elapsed time is 521.147993 seconds.
Elapsed time is 522.474004 seconds.
Elapsed time is 522.625254 seconds.
Elapsed time is 521.834801 seconds.
Elapsed time is 523.132840 seconds.
Elapsed time is 522.742312 seconds.
Elapsed time is 522.955105 seconds.
Elapsed time is 523.787135 seconds.
Elapsed time is 524.666411 seconds.
Elapsed time is 523.970267 seconds.
Elapsed time is 524.491029 seconds.
Elapsed time is 524.387347 seconds.
Elapsed time is 523.969101 seconds.
Elapsed time is 524.675172 seconds.
Elapsed time is 524.348417 seconds.
Elapsed time is 524.454544 seconds.
Elapsed time is 523.421165 seconds.
Elapsed time is 522.532443 seconds.
Elapsed time is 523.315398 seconds.
Elapsed time is 522.263768 seconds.
Elapsed time is 520.948175 seconds.
Elapsed time is 520.017698 seconds.
Elapsed time is 520.133888 seconds.
Elapsed time is 520.318138 seconds.
Elapsed time is 520.307180 seconds.
Elapsed time is 521.072150 seconds.
Elapsed time is 521.343966 seconds.
Elapsed time is 522.082299 seconds.

Mean E and I rates from sims: 9.54Hz 21.98Hz
Laser Mean E and I rates from sims: 10.39Hz 23.51Hz
Control Mean E and I rates from sims: 8.69Hz 20.45HzStarting parallel pool (parpool) using the 'local' profile ...
Your MATLAB session has timed out.  All license keys have been returned.
Preserving jobs with IDs: 114 133 because they contain crash dump files.
You can use 'delete(myCluster.Jobs)' to remove all jobs created with profile local. To create 'myCluster' use 'myCluster = parcluster('local')'.
connected to 20 workers.
Elapsed time is 57.238266 seconds.
Elapsed time is 56.879893 seconds.
Elapsed time is 56.588458 seconds.
Elapsed time is 56.566504 seconds.
Elapsed time is 56.562967 seconds.
Elapsed time is 56.183210 seconds.
Elapsed time is 56.280478 seconds.
Elapsed time is 56.048324 seconds.
Elapsed time is 56.915789 seconds.
Elapsed time is 56.404727 seconds.
Elapsed time is 56.545298 seconds.
Elapsed time is 56.495967 seconds.
Elapsed time is 58.115807 seconds.
Elapsed time is 57.144895 seconds.
Elapsed time is 56.885088 seconds.
Elapsed time is 56.657869 seconds.
Elapsed time is 56.266601 seconds.
Elapsed time is 57.575300 seconds.
Elapsed time is 57.726998 seconds.
Elapsed time is 57.043344 seconds.
Elapsed time is 37.283027 seconds.
Elapsed time is 37.247896 seconds.
Elapsed time is 37.597333 seconds.
Elapsed time is 37.536683 seconds.
Elapsed time is 37.763637 seconds.
Elapsed time is 37.639887 seconds.
Elapsed time is 37.213785 seconds.
Elapsed time is 37.589009 seconds.
Elapsed time is 37.761775 seconds.
Elapsed time is 38.007276 seconds.
Elapsed time is 37.522557 seconds.
Elapsed time is 37.844157 seconds.
Elapsed time is 37.512880 seconds.
Elapsed time is 37.707802 seconds.
Elapsed time is 37.462192 seconds.
Elapsed time is 37.354777 seconds.
Elapsed time is 37.493259 seconds.
Elapsed time is 37.316130 seconds.
Elapsed time is 37.444339 seconds.
Elapsed time is 37.608675 seconds.
Elapsed time is 55.337284 seconds.
Elapsed time is 55.372777 seconds.
Elapsed time is 55.722011 seconds.
Elapsed time is 55.779903 seconds.
Elapsed time is 55.371019 seconds.
Elapsed time is 55.275355 seconds.
Elapsed time is 55.828600 seconds.
Elapsed time is 55.407405 seconds.
Elapsed time is 55.913235 seconds.
Elapsed time is 54.933253 seconds.
Elapsed time is 54.996793 seconds.
Elapsed time is 55.260780 seconds.
Elapsed time is 54.990909 seconds.
Elapsed time is 56.086881 seconds.
Elapsed time is 56.212874 seconds.
Elapsed time is 56.111670 seconds.
Elapsed time is 55.597844 seconds.
Elapsed time is 56.212352 seconds.
Elapsed time is 56.368472 seconds.
Elapsed time is 55.997872 seconds.
Elapsed time is 37.279722 seconds.
Elapsed time is 37.575437 seconds.
Elapsed time is 37.490781 seconds.
Elapsed time is 37.525073 seconds.
Elapsed time is 37.378162 seconds.
Elapsed time is 37.824540 seconds.
Elapsed time is 37.691535 seconds.
Elapsed time is 37.835156 seconds.
Elapsed time is 37.783068 seconds.
Elapsed time is 37.657063 seconds.
Elapsed time is 38.010689 seconds.
Elapsed time is 38.156666 seconds.
Elapsed time is 37.553951 seconds.
Elapsed time is 37.467276 seconds.
Elapsed time is 37.632279 seconds.
Elapsed time is 37.394568 seconds.
Elapsed time is 37.483752 seconds.
Elapsed time is 37.374666 seconds.
Elapsed time is 36.994724 seconds.
Elapsed time is 37.261214 seconds.
Elapsed time is 55.638778 seconds.
Elapsed time is 55.336242 seconds.
Elapsed time is 55.214184 seconds.
Elapsed time is 55.930956 seconds.
Elapsed time is 55.197803 seconds.
Elapsed time is 55.872396 seconds.
Elapsed time is 55.444229 seconds.
Elapsed time is 56.049734 seconds.
Elapsed time is 56.167668 seconds.
Elapsed time is 55.954413 seconds.
Elapsed time is 56.163564 seconds.
Elapsed time is 55.425640 seconds.
Elapsed time is 55.264752 seconds.
Elapsed time is 55.660338 seconds.
Elapsed time is 55.656104 seconds.
Elapsed time is 56.089374 seconds.
Elapsed time is 56.871213 seconds.
Elapsed time is 56.185703 seconds.
Elapsed time is 56.354530 seconds.
Elapsed time is 56.302518 seconds.
Elapsed time is 37.449351 seconds.
Elapsed time is 37.235947 seconds.
Elapsed time is 37.419610 seconds.
Elapsed time is 37.482010 seconds.
Elapsed time is 37.536365 seconds.
Elapsed time is 37.269758 seconds.
Elapsed time is 37.482796 seconds.
Elapsed time is 37.255493 seconds.
Elapsed time is 38.524851 seconds.
Elapsed time is 37.663341 seconds.
Elapsed time is 37.896858 seconds.
Elapsed time is 37.574964 seconds.
Elapsed time is 37.740022 seconds.
Elapsed time is 37.680717 seconds.
Elapsed time is 37.593561 seconds.
Elapsed time is 37.431889 seconds.
Elapsed time is 37.250967 seconds.
Elapsed time is 37.331700 seconds.
Elapsed time is 37.051069 seconds.
Elapsed time is 37.259394 seconds.
Elapsed time is 55.512107 seconds.
Elapsed time is 55.859192 seconds.
Elapsed time is 55.650574 seconds.
Elapsed time is 55.843674 seconds.
Elapsed time is 55.035930 seconds.
Elapsed time is 55.557551 seconds.
Elapsed time is 55.508889 seconds.
Elapsed time is 55.924296 seconds.
Elapsed time is 55.698688 seconds.
Elapsed time is 55.647069 seconds.
Elapsed time is 55.725075 seconds.
Elapsed time is 55.883837 seconds.
Elapsed time is 55.581788 seconds.
Elapsed time is 55.831624 seconds.
Elapsed time is 56.644231 seconds.
Elapsed time is 56.289893 seconds.
Elapsed time is 55.883654 seconds.
Elapsed time is 56.004920 seconds.
Elapsed time is 56.156785 seconds.
Elapsed time is 56.223086 seconds.
Elapsed time is 37.182027 seconds.
Elapsed time is 37.324988 seconds.
Elapsed time is 37.271653 seconds.
Elapsed time is 37.374898 seconds.
Elapsed time is 37.658179 seconds.
Elapsed time is 37.475279 seconds.
Elapsed time is 37.401966 seconds.
Elapsed time is 37.413817 seconds.
Elapsed time is 37.291366 seconds.
Elapsed time is 37.661294 seconds.
Elapsed time is 37.579567 seconds.
Elapsed time is 37.660082 seconds.
Elapsed time is 37.378813 seconds.
Elapsed time is 37.483138 seconds.
Elapsed time is 37.576536 seconds.
Elapsed time is 37.144545 seconds.
Elapsed time is 37.001410 seconds.
Elapsed time is 37.119126 seconds.
Elapsed time is 37.037322 seconds.
Elapsed time is 37.047392 seconds.
Elapsed time is 55.547397 seconds.
Elapsed time is 55.360709 seconds.
Elapsed time is 55.851048 seconds.
Elapsed time is 56.192946 seconds.
Elapsed time is 55.954551 seconds.
Elapsed time is 55.712408 seconds.
Elapsed time is 55.792473 seconds.
Elapsed time is 55.719247 seconds.
Elapsed time is 55.589793 seconds.
Elapsed time is 55.649026 seconds.
Elapsed time is 56.059929 seconds.
Elapsed time is 55.584212 seconds.
Elapsed time is 55.503136 seconds.
Elapsed time is 56.197248 seconds.
Elapsed time is 56.520967 seconds.
Elapsed time is 56.037231 seconds.
Elapsed time is 56.314429 seconds.
Elapsed time is 56.332514 seconds.
Elapsed time is 56.386549 seconds.
Elapsed time is 55.937737 seconds.
Elapsed time is 37.168062 seconds.
Elapsed time is 37.277556 seconds.
Elapsed time is 37.413276 seconds.
Elapsed time is 37.300901 seconds.
Elapsed time is 37.521278 seconds.
Elapsed time is 37.383844 seconds.
Elapsed time is 37.441916 seconds.
Elapsed time is 37.564043 seconds.
Elapsed time is 37.282838 seconds.
Elapsed time is 37.310663 seconds.
Elapsed time is 37.406452 seconds.
Elapsed time is 37.390903 seconds.
Elapsed time is 37.473244 seconds.
Elapsed time is 37.524736 seconds.
Elapsed time is 37.560382 seconds.
Elapsed time is 37.193764 seconds.
Elapsed time is 36.987782 seconds.
Elapsed time is 37.112636 seconds.
Elapsed time is 37.112683 seconds.
Elapsed time is 37.191097 seconds.
Elapsed time is 54.692219 seconds.
Elapsed time is 55.667392 seconds.
Elapsed time is 55.405233 seconds.
Elapsed time is 55.736741 seconds.
Elapsed time is 56.037920 seconds.
Elapsed time is 55.770866 seconds.
Elapsed time is 55.515260 seconds.
Elapsed time is 55.790240 seconds.
Elapsed time is 55.549922 seconds.
Elapsed time is 55.988141 seconds.
Elapsed time is 55.897194 seconds.
Elapsed time is 55.801699 seconds.
Elapsed time is 55.472672 seconds.
Elapsed time is 55.305217 seconds.
Elapsed time is 55.923222 seconds.
Elapsed time is 56.039728 seconds.
Elapsed time is 55.962444 seconds.
Elapsed time is 56.150773 seconds.
Elapsed time is 55.765190 seconds.
Elapsed time is 56.010778 seconds.
Elapsed time is 36.838360 seconds.
Elapsed time is 37.248140 seconds.
Elapsed time is 37.142217 seconds.
Elapsed time is 37.323399 seconds.
Elapsed time is 37.390390 seconds.
Elapsed time is 37.443008 seconds.
Elapsed time is 37.604196 seconds.
Elapsed time is 37.077309 seconds.
Elapsed time is 37.355829 seconds.
Elapsed time is 37.425490 seconds.
Elapsed time is 37.375493 seconds.
Elapsed time is 37.293532 seconds.
Elapsed time is 37.182257 seconds.
Elapsed time is 37.408073 seconds.
Elapsed time is 36.982041 seconds.
Elapsed time is 37.007609 seconds.
Elapsed time is 37.154297 seconds.
Elapsed time is 37.053631 seconds.
Elapsed time is 37.061951 seconds.
Elapsed time is 37.222520 seconds.
Elapsed time is 55.002722 seconds.
Elapsed time is 55.663080 seconds.
Elapsed time is 55.412163 seconds.
Elapsed time is 55.577535 seconds.
Elapsed time is 55.802590 seconds.
Elapsed time is 55.829329 seconds.
Elapsed time is 55.642628 seconds.
Elapsed time is 55.335293 seconds.
Elapsed time is 55.653012 seconds.
Elapsed time is 55.358095 seconds.
Elapsed time is 55.988513 seconds.
Elapsed time is 55.407030 seconds.
Elapsed time is 55.725772 seconds.
Elapsed time is 55.518810 seconds.
Elapsed time is 55.919439 seconds.
Elapsed time is 55.900310 seconds.
Elapsed time is 55.875868 seconds.
Elapsed time is 56.238974 seconds.
Elapsed time is 56.105538 seconds.
Elapsed time is 55.908061 seconds.
Elapsed time is 36.742909 seconds.
Elapsed time is 37.106442 seconds.
Elapsed time is 37.349435 seconds.
Elapsed time is 37.303484 seconds.
Elapsed time is 37.470342 seconds.
Elapsed time is 37.408045 seconds.
Elapsed time is 37.431761 seconds.
Elapsed time is 37.123313 seconds.
Elapsed time is 37.084707 seconds.
Elapsed time is 37.360686 seconds.
Elapsed time is 37.103912 seconds.
Elapsed time is 37.350221 seconds.
Elapsed time is 37.237574 seconds.
Elapsed time is 37.262694 seconds.
Elapsed time is 37.264412 seconds.
Elapsed time is 37.044334 seconds.
